date,startup_name,industry,sub_vertical,city,investors,investment_type,amount_usd,year,month
2016-04-19,Betaout,eCommerce,customer intelligence and marketing automation platform,Noida,"Stanford Angels, LetsVenture, Chennai Angels, Hyderabad Angels, Mumbai Angels",Private Equity,1500000.0,2016.0,4.0
2016-04-19,DriversCart,Consumer Internet,on-demand chauffeur provider,Chennai,ah! Ventures,Seed,450000.0,2016.0,4.0
2016-04-19,CollegeDekho,Consumer Internet,College & Student information platform,Delhi,Man Capital,Private Equity,2000000.0,2016.0,4.0
2016-04-20,1mg,eCommerce,Online Pharmacy,Gurugram,"Maverick Capital Ventures, Sequoia Capital, Omidyar Network",Private Equity,15000000.0,2016.0,4.0
2016-04-22,Licious,eCommerce,Mobile based Meat ordering App,Bengaluru,Mayfield India II Management Ltd,Private Equity,3000000.0,2016.0,4.0
2016-04-22,TOKO Innovation Studios,Consumer Internet,Children\xe2\x80\x99s Entertainment Games & Products,Delhi,Indian Angel network,Seed,450000.0,2016.0,4.0
2016-04-25,Commut,Consumer Internet,Shuttle Service Provider,Hyderabad,50K Ventures,Seed,200000.0,2016.0,4.0
2016-04-25,Dropkaffe,Food & Beverage,Ready-to-Drink Beverage Producer,Bengaluru,"GrowthStory, Apurva Salapuria, Hitesh Oberoi, Sidharth Pansari, Nirupa Shankar",Seed,550000.0,2016.0,4.0
2016-04-26,Transerv,Consumer Internet,Digital Payments platform,Mumbai,"IDFC SPICE Fund, Micromax Informatics",Private Equity,15000000.0,2016.0,4.0
2016-04-26,ClearTax,Consumer Internet,Online filing of Tax returns,Bengaluru,"Max Levchin, Scott Banister",Private Equity,1300000.0,2016.0,4.0
2016-04-26,Roposo,eCommerce,Social Fashion ECommerce Discovery platform,Gurugram,Bertelsmann India Investments,Private Equity,15000000.0,2016.0,4.0
2016-04-27,MilkBasket,Consumer Internet,Micro Grocery Delivery Platform,Gurugram,EVC Ventures,Seed,500000.0,2016.0,4.0
2016-04-27,ICHR,Consumer Internet,Mobile based Children health Information app,Delhi,Undisclosed,Seed,450000.0,2016.0,4.0
2016-04-28,The Wedding Brigade,Consumer Internet,Online Wedding Information Portal,Mumbai,Blume Ventures & Other unnamed Investors,Seed,600000.0,2016.0,4.0
2016-04-28,DocsApp,Consumer Internet,Online Doctor Discovery & Chat platform,Bengaluru,"Rebright Partners, Anand Rajaraman, Venky Harinarayan",Private Equity,1200000.0,2016.0,4.0
2016-04-29,Impact Guru,Consumer Internet,Online Crowdfunding platform for NGOs & Social Projects,Mumbai,"RB Investments, Fundnel",Seed,500000.0,2016.0,4.0
2016-04-29,LetReach,eCommerce,ECommerce SAAS Solutions,Delhi,vCommission,Private Equity,100000.0,2016.0,4.0
2016-03-02,MoMark,Consumer Internet,Mobile Wallet Aggregation platform,Noida,YourNest Angel Fund,Private Equity,600000.0,2016.0,3.0
2016-03-02,Systemantics,Technology,Industrial robots maker,Bengaluru,"Nandan Nilekani, Accel Partners",Private Equity,1400000.0,2016.0,3.0
2016-03-03,Imarticus Learning,Education,Financial Services & Analytics Education Institute,Mumbai,"Blinc Advisors, Amit Nanavati, Tashwinder Singh, Taranjit Jaswal, Amit Khanna",Private Equity,1000000.0,2016.0,3.0
2016-03-03,Shouut,Consumer Internet,Social Discovery Mobile app,Delhi,Undisclosed investor,Seed,500000.0,2016.0,3.0
2016-03-04,Aahaa,ECommerce,Office Products Super Store,Chennai,"YourNest Angel Fund,",Private Equity,1000000.0,2016.0,3.0
2016-03-04,FTCash,Consumer Internet,Mobile Payments Platform,Kolkata,IvyCap Ventures,Seed,150000.0,2016.0,3.0
2016-03-04,Zappka,Consumer Internet,Mobile App discovery and review platform,Gurugram,"Daman Soni, Rajat Gupta & Others",Seed,100000.0,2016.0,3.0
2016-03-04,medECUBE,Healthcare,Healthcare related Services provider,Gurugram,Artiman Ventures,Private Equity,4000000.0,2016.0,3.0
2016-03-07,N.O.W,Consumer Internet,Bike Taxi Service & Hyperlocal Delivery App,Noida,"Ruchirans Jaipuria, Anuj Sanghi",Seed,500000.0,2016.0,3.0
2016-03-07,Ninjacart,ECommerce,B2B marketplace for Farmers & Retailers,Bengaluru,"Accel Partners, Qualcomm Ventures, M&S Partners, Zop Smart",Private Equity,3000000.0,2016.0,3.0
2016-03-07,Reach,Consumer Internet,Cross Platform P2P file sharing mobile app,Bengaluru,"Rebright Partners, Sol Primero, Sudhir Anandarao, Ankur Warikoo, Ankur Singla",Seed,500000.0,2016.0,3.0
2016-03-07,Vanity Cube,Consumer Internet,Hyperlocal Beauty Services platform,Delhi,Unicorn Ventures,Seed,250000.0,2016.0,3.0
2016-03-07,Medidaili,Consumer Internet,Medical Support service platform,Bengaluru,Undisclosed private investors,Seed,100000.0,2016.0,3.0
2016-03-08,LoveCycles,Consumer Internet,Women\\xe2\\x80\\x99s health Tracker,Bengaluru,Prime Venture Partners,Seed,750000.0,2016.0,3.0
2016-03-08,Kartrocket,ECommerce,ECommerce SAAS platform,Delhi,"Undisclosed Japanese investor, Bertelsmann India Investments, Nirvana Digital India Fund, Nirvana Digital Investment Holding Co Ltd, 500 Start-Ups",Private Equity,8000000.0,2016.0,3.0
2016-03-08,dunzo,Consumer Internet,Daily Task Management App,Bengaluru,"Aspada Investment Advisors, Blume Ventures.",Seed,650000.0,2016.0,3.0
2016-03-09,SmartVizX,Technology,Virtual Reality Solutions,Noida,"Indian Angel Network, Stanford Angels, Entrepreneurs India",Seed,500000.0,2016.0,3.0
2016-03-09,MyGubbi,Real Estate,Interior Design & Home D\\xc3\\xa9cor Solutions,Bengaluru,"Vipul Parekh, ajesh K Murthy,",Seed,2500000.0,2016.0,3.0
2016-03-09,Nukkad Shops,Consumer Internet,Hyperlocal Grocery Delivery Service,Hyderabad,PurpleTalk Inc,Seed,1000000.0,2016.0,3.0
2016-03-09,Justride,Consumer Internet,Self Drive Car Rental,Mumbai,Dheeraj Jain & Other angel investors,Seed,400000.0,2016.0,3.0
2016-03-10,Big Fish Ventures,Food & Beverage,premium dining lounges Chain,Delhi,Undisclosed investors,Private Equity,11100000.0,2016.0,3.0
2016-03-10,Icertis,Technology,Contract Management Software Solutions platform,Pune/Seattle,"Ignition Partners, Greycroft Partners, Fidelity Growth Partners India",Private Equity,15000000.0,2016.0,3.0
2016-03-10,Supplified,ECommerce,Construction material eTailer,Delhi,Mohit Goel,Seed,1000000.0,2016.0,3.0
2016-03-14,PinkBlue,ECommerce,Medical Supplies eTailer,Bengaluru,"Hari Krishna, Ajay Modani, Dr V Ravinder, Anirudh Rastogi, Abhishek Jain, Rakesh Gakhar, Rajeev Mudumba, Nagendra Prasad Bhanuprakash",Seed,223608.0,2016.0,3.0
2016-03-14,TruckingCube,Logistics,"Domestic, Commercial, and Industrial Goods Movers",Delhi,Agarwal Movers Group,Private Equity,14900000.0,2016.0,3.0
2016-03-15,FlipClass,Consumer Internet,Tutor Search Platform,Bengaluru,"S Chand and Co Pvt Ltd, Blume Ventures",Private Equity,1000000.0,2016.0,3.0
2016-03-15,Proximit,Technology,Advertising Technology,Pune,Funding through 1Crowd platform,Seed,150000.0,2016.0,3.0
2016-03-15,WithMe,Consumer Internet,Personalized Fashion App,Gurugram,"Alex Kuruvilla, Pradeep Guha, Saket Dhankar, Rajan Pandhare",Seed,250000.0,2016.0,3.0
2016-03-16,Gapoon,Consumer Internet,Hyperlocal Home Maintenance services,Bengaluru,"Chandrashekar Tallapragada, Pankaj Kapoor",Seed,180000.0,2016.0,3.0
2016-03-16,Wealthy,Consumer Internet,Online Investment management portal,Bengaluru,"Zishaan Hayath, Abhishek Goyal, Arjun and Rohan Malhotra, Harpreet Singh Grover, Gagan Dugal",Seed,250000.0,2016.0,3.0
2016-03-17,Pramati,Healthcare,Specialized Patient Care platform,Noida,Undisclosed investors,Seed,200000.0,2016.0,3.0
2016-03-17,Qlivery,Consumer Internet,Ondemand Concierge Service,Gurugram,Swastika Company Ltd,Seed,230000.0,2016.0,3.0
2016-03-17,HealthEnablr,Consumer Internet,Doctor Discovery and booking platform,Mumbai,Undisclosed investors,Seed,800000.0,2016.0,3.0
2016-03-17,Liftiee,Consumer Internet,Car/ bike Pooling App,Mumbai,"Rannvijay Singh, Anita Hassanandani",Seed,108000.0,2016.0,3.0
2016-03-18,Hello Curry,Food & Beverage,Quick Service Restaurant Chain,Hyderabad,Sashi Reddi & Other unnamed investors,Private Equity,1500000.0,2016.0,3.0
2016-03-19,goSporto,Consumer Internet,Online Sports discovery and booking platform,Delhi,Naveen Gupta,Seed,30000.0,2016.0,3.0
2016-03-21,Room On Call,Consumer Internet,Budget hotel aggregator,Gurugram,CASHurDRIVE Marketing Pvt Ltd,Private Equity,2000000.0,2016.0,3.0
2016-03-22,Byju\\xe2\\x80\\x99s,Consumer Internet,Educational Video Content Creator,Bengaluru,"Sequoia India, Sofina",Private Equity,75000000.0,2016.0,3.0
2016-03-22,BigBasket,eCommerce,Online Grocery Shop,Bengaluru,Abraaj Group,Private Equity,150000000.0,2016.0,3.0
2016-03-22,DrivoJoy,Consumer Internet,On-demand 2-wheeler Servicing platform,Bengaluru,"Indian Angel Network, Tracxn Labs & Others",Seed,600000.0,2016.0,3.0
2016-03-22,CreditSeva,Consumer Internet,Online Credit management tools,Hyderabad,"Pix Vine Capital, Infocomm Development Authority of Singapore",Seed,360000.0,2016.0,3.0
2016-03-23,Endless Robotics,Technology,Interior Painting Automation,Hyderabad,"Devidas Desai, Vipul Gautam, Singapore Angel Network",Seed,100000.0,2016.0,3.0
2016-03-23,SP Robotics,Technology,Robotic Classes for Students,Chennai,"Indian Angel Network,",Seed,300000.0,2016.0,3.0
2016-03-23,eKincare,Consumer Internet,Healthcare related solutions,Hyderabad,"BitChemy Ventures, Maheshwari Investments Pvt Ltd, Anshoo Gaur, Rama Krishna Reddy, Sandeep Seerapu",Private Equity,330000.0,2016.0,3.0
2016-03-23,Wheelstreet,Consumer Internet,Online Bike Rental platform,Bengaluru,Broadbean Capital services,Private Equity,500000.0,2016.0,3.0
2016-03-24,Horntell,Consumer Internet,Unified Push Notification service,Gurugram,"Bharanidharan Viswanathan, Sanjiv Mittal, Shobhit Shukla, Rahul Agarwal",Seed,150000.0,2016.0,3.0
2016-03-28,Schoolkart,eCommerce,Online Marketplace for Schools,Noida,Undisclosed investors,Seed,300000.0,2016.0,3.0
2016-03-29,Babygogo,Consumer Internet,Child healthcare experts aggregator mobile app,Delhi,"Rajul Garg, Daljit Singh, Aditya Vij, Kishore Kumar, Shuchin Bajaj",Seed,300000.0,2016.0,3.0
2016-03-29,Veritas Finance,Finance,Asset Based Lending platform,Chennai,Sarva Capital,Private Equity,4700000.0,2016.0,3.0
2016-03-29,QikShip,Consumer Internet,Mobile based Logistics provider,Delhi,undisclosed investors,Seed,200000.0,2016.0,3.0
2016-03-29,FixNix,Consumer Internet,GRC SAAS Platform,Chennai,Jay Vijayan,Seed,500000.0,2016.0,3.0
2016-03-30,Touchkin,Healthcare,Predictive Healthcare platform,Bengaluru,"Alok Mittal, Amit Gupta, Anuj Srivastava, Himanshu Aggarwal, Raghunandan G, Puneet Agarwal",Seed,400000.0,2016.0,3.0
2016-02-02,Altizone,Technology,IoT & M2M Solutions,Pune,"Wipro Ventures,\\xc2\\xa0 Lumis Partners",Private Equity,4000000.0,2016.0,2.0
2016-02-02,Strike,Consumer Internet,Mobile Email productivity tool,Bengaluru,Multiple investors through Ten Minute Million competition,Seed,22500.0,2016.0,2.0
2016-02-02,MaaxMarket,Consumer Internet,Marketing Automation platform,Unknown,Multiple investors through Ten Minute Million competition,Seed,22500.0,2016.0,2.0
2016-02-02,Gamooz,Technology,Augmented Reality Solutions,Gurugram,Multiple investors through Ten Minute Million competition,Seed,22500.0,2016.0,2.0
2016-02-02,SoundSurround,Technology,Audio Technology Solutions,Mumbai,Multiple investors through Ten Minute Million competition,Seed,22500.0,2016.0,2.0
2016-02-03,Mazkara,Consumer Internet,Beauty & Wellness Platform,Pune / Dubai,Dunamis Ventures Pte Ltd.,Seed,1000000.0,2016.0,2.0
2016-02-03,RoadGods,ECommerce,Auto Spare Parts eTailer,Delhi,Green House Ventures (GHV),Seed,100000.0,2016.0,2.0
2016-02-03,Pindropmusic,Consumer Internet,Music Discovery Mobile App,Noida,Green House Ventures (GHV),Seed,100000.0,2016.0,2.0
2016-02-03,Woodpie,Consumer Internet,Book Recommendation Service,Bengaluru,Ingram Content Group,Seed,30000.0,2016.0,2.0
2016-02-04,Perfumery,ECommerce,Fragrances & Perfume eTailer,Delhi,Oranda Global & Others,Seed,30000.0,2016.0,2.0
2016-02-05,ZenDrive,Technology,Safe Driving Data & Analytics platform,Bangalore / SFO,"Sherpa Capital, Nyca Partners and Thomvest Ventures",Private Equity,13500000.0,2016.0,2.0
2016-02-05,Gingercrush,Ecommerce,Personalized Products & Merchandize eTailer,Vadodara,"Saha Fund, TV Mohandas Pai, Zia Mody, Mumbai Angels, Ananda Kallugadde, Rakesh Desai, Rakesh Malhotra",Private Equity,1000000.0,2016.0,2.0
2016-02-05,American Vision,Consumer Internet,Optical Store Aggregator Platform,Pune,Undisclosed investors,Seed,81000.0,2016.0,2.0
2016-02-05,DawaiLelo,Consumer Internet,Healthcare Services & Online Pharmacy Mobile App,Varanasi,Undisclosed investors,Seed,52000.0,2016.0,2.0
2016-02-06,Heads Up For Tails,Ecommerce,Pet Products eTailer,Delhi,Undisclosed investors,Seed,1000000.0,2016.0,2.0
2016-02-08,iStyleYou,Consumer Internet,Personal Fashion Stylist App,Gurugram,Green House Ventures (GHV),Seed,100000.0,2016.0,2.0
2016-02-08,AdUrCup,Consumer Internet,Ad Network,Delhi,Green House Ventures (GHV),Seed,100000.0,2016.0,2.0
2016-02-08,Xpressbees,ECommerce,ECommerce Logistics solutions,Pune,"SAIF Partners, IDG Ventures India, Vertex Ventures, Valiant Capital",Private Equity,12500000.0,2016.0,2.0
2016-02-10,Capzest,Consumer Internet,Digital Lending Platform,Mumbai,Lion Ventures,Seed,200000.0,2016.0,2.0
2016-02-10,Affimity,Consumer Internet,Social Networking platform,Bengaluru,undisclosed investors,Seed,1200000.0,2016.0,2.0
2016-02-10,Anandakanda,Technology,Medicine Intake Reminder System,Pune,undisclosed investors,Seed,150000.0,2016.0,2.0
2016-02-12,ActOnMagic,Technology,Cloud Analytics and Management Products,Bengaluru,Jayabalan Subramanian,Seed,125000.0,2016.0,2.0
2016-02-12,Bonhomia,Food & Beverage,premium Tea and Coffee,Delhi,"Alok Rawat, Grey Orange Robotics",Seed,1000000.0,2016.0,2.0
2016-02-12,iGrenEnergi,Technology,Solar Power Solutions,Mumbai,Sunil Mehta,Seed,1000000.0,2016.0,2.0
2016-02-12,RKSV,Consumer Internet,Online Stock Trading Platform,Mumbai,Kalaari Capital,Private Equity,4000000.0,2016.0,2.0
2016-02-15,Aasaanjobs,Consumer Internet,Online Recruitment Marketplace,Mumbai,"Aspada Advisors, IDG Ventures,\\xc2\\xa0 Inventus Capital",Private Equity,5000000.0,2016.0,2.0
2016-02-15,Snapdeal,eCommerce,Horizontal Online Marketplace,Delhi,Ontario Teachers\\xe2\\x80\\x99 Pension Plan & Others,Private Equity,200000000.0,2016.0,2.0
2016-02-15,GoYaNo,Consumer Internet,Events & Restaurant Discovery Marketplace App,Gurugram,Mukesh Kumar Gupta,Seed,50000.0,2016.0,2.0
2016-02-15,RentSher,Consumer Internet,Online Household Product Rental platform,Bengaluru,"Vaibhav Doshi, Abhay Singhal, Vibhu Garg, Joby Babu, Abhishek Acharya, Manish Shah",Seed,300000.0,2016.0,2.0
2016-02-15,Buddy,Finance,Micro Lending Platform for eCommerce purchases,Bengaluru,"Blume Ventures,\\xc2\\xa0 Tracxn Labs",Seed,500000.0,2016.0,2.0
2016-02-16,TableHero,Consumer Internet,Dynamic Restaurant Website creator,Bengaluru,"GrowX Ventures, Kunal Shah, Sandeep Tandon, Haresh Chawla, Powai Lake Ventures, Globevestor",Seed,1000000.0,2016.0,2.0
2016-02-16,BetterPlace,Technology,Data analytics based Verification services Platform,Bengaluru,Unitus Seed Fund,Seed,970000.0,2016.0,2.0
2016-02-16,icustommadeit,eCommerce,Professional Custom creators Marketplace,Pune,"Brand Capital, Siddhivinayak Skyscrapers, Dinesh R. Challa",Private Equity,4000000.0,2016.0,2.0
2016-02-17,GameZop,Technology,Mobile Gaming Platform,Delhi,"KWAN Entertainment & Marketing Solutions, Powerhouse Ventures & Others",Seed,350000.0,2016.0,2.0
2016-02-17,The Viral Fever,Consumer Internet,Independent Online Video production company,Mumbai,Tiger Global,Private Equity,10000000.0,2016.0,2.0
2016-02-17,Avanti Learning,Education,Private Coaching Classes,Delhi,Michael & Susan Dell Foundation,Private Equity,5000000.0,2016.0,2.0
2016-02-18,HealthKumbh,Consumer Internet,Health related Information portal,Ahmedabad,Undisclosed investor,Seed,73000.0,2016.0,2.0
2016-02-18,Careongo,ECommerce,Online Pharmacy store,Delhi,Farooq Oomerbhoy & Other angel investors,Seed,300000.0,2016.0,2.0
2016-02-18,Ark Robot,Technology,Warehouse Automation,Bengaluru,Qualcomm (Through QPrize Contest),Seed,350000.0,2016.0,2.0
2016-02-19,Jaypore,ECommerce,Ethnic Products marketplace,Delhi,Aavishkaar,Private Equity,5000000.0,2016.0,2.0
2016-02-19,Advantage Club,Consumer Internet,mobile platform for corporate employee benefits,Gurugram,Purvi Ventures & Others,Seed,400000.0,2016.0,2.0
2016-02-22,Baby Berry,Consumer Internet,Parenting Mobile app,Bengaluru,Nitin Bagmane & Other undisclosed investors,Seed,1000000.0,2016.0,2.0
2016-02-22,Magicpin,Consumer Internet,Hyperlocal Discover Mobile App,Delhi,Lightspeed India,Private Equity,3000000.0,2016.0,2.0
2016-02-22,First Eat,Consumer Internet,Healthy Food Delivery platform,Delhi,Undisclosed investor,Seed,100000.0,2016.0,2.0
2016-02-22,Taskbob,Consumer Internet,Hyperlocal Handyman services platform,Mumbai,"IvyCap Ventures, Orios Venture Partners, Mayfield India",Private Equity,4500000.0,2016.0,2.0
2016-02-22,Styledotme,Consumer Internet,Mobile Fashion App,Delhi,Indian Angel Network,Seed,37000.0,2016.0,2.0
2016-02-23,CupoNation,Consumer Internet,Deals and Discount platform,Gurugram,"Rocket Internet AG, Holtzbrink Ventures, New Enterprise Associates (NEA), e.ventures, ru-Net, Deutsche Telekom Strategic Investments (DTSI), Silicon Valley Bank",Private Equity,11000000.0,2016.0,2.0
2016-02-24,Sayfix,Consumer Internet,Hyperlocal Home Services Provider,Bengaluru,Yajnanarayana Kammaje,Seed,160000.0,2016.0,2.0
2016-02-24,NoBroker,Consumer Internet,Peer to peer property listing platform,Bengaluru,"Beenext, Digital Garage, Beenos, Qualgro, Mamoru Taniya, SAIF Partners",Private Equity,10000000.0,2016.0,2.0
2016-02-24,AppilyEver,Consumer Internet,Online wedding services marketplace,Hyderabad,"Varun Aggarwal, Suresh Venkat, Raj Y",Seed,400000.0,2016.0,2.0
2016-02-24,Pocketin,Consumer Internet,Hotel reservations & Deal platform,Noida,Swastika Company Ltd,Seed,150000.0,2016.0,2.0
2016-02-25,OfBusiness,eCommerce,B2B commerce Marketplace,Gurugram,Matrix Partners India,Private Equity,5000000.0,2016.0,2.0
2016-02-25,Juspay,Consumer Internet,Digital Payments solutions,Bengaluru,"Accel Partners, Ashish Hemrajani, Parikshit Dar, Rajesh Balpande",Private Equity,5800000.0,2016.0,2.0
2016-02-25,Funcart,eCommerce,Party Supplies Etailer,Delhi,Undisclosed HNIs,Seed,70000.0,2016.0,2.0
2016-02-26,Freedom Smart Labs,Technology,IoT retail solutions,Delhi,Kapil Goel,Seed,145000.0,2016.0,2.0
2016-02-26,EduBridge,Consumer Internet,Skill development and vocational training platform,Mumbai,"Insitor Impact Asia Fund, Acumen Fund",Private Equity,2500000.0,2016.0,2.0
2016-02-29,Hopscotch,eCommerce,Baby & Kids Products Online Flash sales platform,Mumbai,Eduardo Saverin,Private Equity,13000000.0,2016.0,2.0
2016-01-04,B9 Beverages,Food & Beverage,Craft Beer manufacturing company,Delhi,"Sequoia Capital, Kunal Bahl, Rohit Bansal, Deepinder Goyal, Ashish Dhawan, Mayank Singhal",Private Equity,6000000.0,2016.0,1.0
2016-01-05,MyChild App,Education,Child Disorder Information & Education,Bhopal,"Samir Bangara, Anisha Mittal, Amit Gupta, Pallav Nadhani, Lalit Mangal, Arihant Patni, Dr. Ritesh Malik, Deobrat Singh, Saurab Paruthi, Singapore Angel Network.",Seed,100000.0,2016.0,1.0
2016-01-05,360Ride,Consumer Internet,Ride Sharing platform,Bengaluru,Undisclosed,Seed,150000.0,2016.0,1.0
2016-01-05,Alef\\nMobitech,Consumer Internet,Cloud Mobility Solutions,Mumbai,Tata Capital Innovation Fund,Private Equity,5000000.0,2016.0,1.0
2016-01-06,Sensara,Technology,"TV Search, Guide and Remote mobile app",Bengaluru,"Lalitesh Katragadda,\\xc2\\xa0 Ganayantrika Systems",Seed,750000.0,2016.0,1.0
2016-01-06,Zebpay,Consumer Internet,Bitcoin Buying & Selling Mobile App,Ahmedabad,"Arjun Handa, Amit Jindal, Nagendra Chaudhary",Private Equity,1000000.0,2016.0,1.0
2016-01-06,PlanMy\\nMedicalTrip,Healthcare,Medical Tourism platform,Pune,"Bhanu Vikram Parsotam, Rohan Desai and Paras Patel",Seed,150000.0,2016.0,1.0
